open_time,id,symbol,interval_time,open_price,high_price,low_price,close_price,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,daily_return,historical_volatility
2024-06-02 00:00:00+00:00,660,BTCUSDT,1d,67766.84,68460.0,67257.47,67765.63,15426.32529,2024-06-02 23:59:59.999000+00:00,1046827665.3829312,812348,7760.23377,526768921.12622225,-1.8002902599123516e-05,0.5273554269977113
2024-06-03 00:00:00+00:00,661,BTCUSDT,1d,67765.62,70288.0,67612.48,68809.9,29633.374,2024-06-03 23:59:59.999000+00:00,2047757076.226836,1253789,15308.67275,1058024704.3533732,0.015410024226145236,0.5231160008498955
2024-06-04 00:00:00+00:00,662,BTCUSDT,1d,68809.89,71063.45,68567.32,70537.84,29619.78489,2024-06-04 23:59:59.999000+00:00,2069902136.99324,1254515,14922.96734,1043071241.6284808,0.025111793506457758,0.5165790059008188
2024-06-05 00:00:00+00:00,663,BTCUSDT,1d,70537.83,71758.0,70383.66,71108.0,28703.18082,2024-06-05 23:59:59.999000+00:00,2040073765.86764,1055115,14210.23392,1010053925.7910814,0.00808303741651284,0.4215681513293434
2024-06-06 00:00:00+00:00,664,BTCUSDT,1d,71108.0,71700.0,70117.64,70799.06,21842.00449,2024-06-06 23:59:59.999000+00:00,1551467659.1542966,900226,10287.3911,730849194.230399,-0.004344658828823844,0.4155415015551281
2024-06-07 00:00:00+00:00,665,BTCUSDT,1d,70799.06,71997.02,68420.0,69355.6,35598.45045,2024-06-07 23:59:59.999000+00:00,2507250591.3329782,1516415,17318.78051,1220810920.3444333,-0.020388123797123736,0.4144254567840056
2024-06-08 00:00:00+00:00,666,BTCUSDT,1d,69355.6,69582.2,69168.02,69310.46,9773.82967,2024-06-08 23:59:59.999000+00:00,678267390.5310388,714103,4772.23036,331182466.90034246,-0.0006508486697541782,0.4142966506036474
2024-06-09 00:00:00+00:00,667,BTCUSDT,1d,69310.46,69857.14,69130.24,69648.14,9890.56709,2024-06-09 23:59:59.999000+00:00,687344656.0725566,575583,4883.69296,339405376.0815447,0.004871991904252138,0.41136206000074615
2024-06-10 00:00:00+00:00,668,BTCUSDT,1d,69648.15,70195.94,69172.29,69540.0,17122.66941,2024-06-10 23:59:59.999000+00:00,1192466549.969123,936731,8412.00246,585909223.775813,-0.0015526617078359672,0.24512262269677848
2024-06-11 00:00:00+00:00,669,BTCUSDT,1d,69540.0,69590.01,66051.0,67314.24,41436.01588,2024-06-11 23:59:59.999000+00:00,2793799020.4691243,1782415,19839.8232,1337254654.9989924,-0.032006902502156986,0.26828763988217175
2024-06-12 00:00:00+00:00,670,BTCUSDT,1d,67314.23,69999.0,66905.0,68263.99,37175.32356,2024-06-12 23:59:59.999000+00:00,2550285139.184372,1670745,18975.89081,1302069589.6416817,0.014109198885703833,0.2706774929036707
2024-06-13 00:00:00+00:00,671,BTCUSDT,1d,68263.98,68449.3,66251.78,66773.01,29079.55571,2024-06-13 23:59:59.999000+00:00,1958897960.917292,1518202,13886.14007,935614189.6986812,-0.021841383722223218,0.27640784439262495
2024-06-14 00:00:00+00:00,672,BTCUSDT,1d,66773.01,67370.24,65078.0,66043.99,28408.18797,2024-06-14 23:59:59.999000+00:00,1884451554.428285,1736314,13619.40861,903708200.7849747,-0.010917884336799966,0.2763837404185927
2024-06-15 00:00:00+00:00,673,BTCUSDT,1d,66043.99,66478.48,65857.1,66228.25,11451.80242,2024-06-15 23:59:59.999000+00:00,758175888.0283372,700886,5495.02083,363796116.4535752,0.0027899586321176173,0.2717630528946704
2024-06-16 00:00:00+00:00,674,BTCUSDT,1d,66228.25,66998.7,66034.5,66676.87,9392.52223,2024-06-16 23:59:59.999000+00:00,624653672.6138575,703295,4750.05166,315940653.99261206,0.006773846508098869,0.27098600118481986
2024-06-17 00:00:00+00:00,675,BTCUSDT,1d,66676.86,67298.81,65130.0,66504.33,27386.16851,2024-06-17 23:59:59.999000+00:00,1812061226.756565,1542620,13716.89431,907703353.5304952,-0.002587703951910103,0.2631956806405676
2024-06-18 00:00:00+00:00,676,BTCUSDT,1d,66504.33,66588.23,64060.0,65175.32,42350.10244,2024-06-18 23:59:59.999000+00:00,2755141806.03109,2151711,20076.41361,1305946733.5892808,-0.019983811580388866,0.2685126184557587
2024-06-19 00:00:00+00:00,677,BTCUSDT,1d,65175.32,65727.54,64666.0,64974.37,20060.79576,2024-06-19 23:59:59.999000+00:00,1307731953.9545317,1078458,10289.7818,670875724.3137285,-0.0030832222994838787,0.26585171820120307
2024-06-20 00:00:00+00:00,678,BTCUSDT,1d,64974.37,66482.94,64559.15,64869.99,24265.29031,2024-06-20 23:59:59.999000+00:00,1584896152.16637,1282687,11828.87934,772646071.2169964,-0.0016064796011104887,0.26048032945328614
2024-06-21 00:00:00+00:00,679,BTCUSDT,1d,64869.99,65066.66,63379.35,64143.56,25993.56442,2024-06-21 23:59:59.999000+00:00,1665541539.708616,1362617,12543.2596,803462610.6919086,-0.011198244365383747,0.26004121637314936
2024-06-22 00:00:00+00:00,680,BTCUSDT,1d,64143.56,64546.81,63943.82,64262.01,7308.95542,2024-06-22 23:59:59.999000+00:00,470027247.3402083,562832,3756.29045,241583895.4543618,0.0018466390078755168,0.2595096996929356
2024-06-23 00:00:00+00:00,681,BTCUSDT,1d,64262.01,64521.0,63178.32,63210.01,8224.45447,2024-06-23 23:59:59.999000+00:00,526848525.0029452,592759,3974.67964,254685735.53387728,-0.016370480786393027,0.26561064275874036
2024-06-24 00:00:00+00:00,682,BTCUSDT,1d,63210.01,63369.8,58402.0,60293.3,52161.35414,2024-06-24 23:59:59.999000+00:00,3180853460.924751,2190787,24495.59428,1493633137.5266545,-0.04614316624851034,0.30749790740885796
2024-06-25 00:00:00+00:00,683,BTCUSDT,1d,60293.3,62420.0,60257.06,61806.01,31189.24361,2024-06-25 23:59:59.999000+00:00,1914901308.84587,1277481,15360.08458,943071608.5109416,0.025089189014368074,0.30745598279281044
2024-06-26 00:00:00+00:00,684,BTCUSDT,1d,61806.01,62487.81,60712.0,60864.99,22485.66463,2024-06-26 23:59:59.999000+00:00,1381716993.355492,1112152,11435.02653,702676210.4365481,-0.015225380185519222,0.30309179663822955
2024-06-27 00:00:00+00:00,685,BTCUSDT,1d,60864.98,62389.22,60606.63,61706.47,18344.28631,2024-06-27 23:59:59.999000+00:00,1126705164.782892,1062176,9298.265,570914131.0571834,0.013825353458531753,0.3154919305191166
2024-06-28 00:00:00+00:00,686,BTCUSDT,1d,61706.46,62225.31,60063.0,60427.84,24821.19255,2024-06-28 23:59:59.999000+00:00,1519872032.026636,1479626,12661.53908,775499790.7912346,-0.020721165868020086,0.3157644897044337
2024-06-29 00:00:00+00:00,687,BTCUSDT,1d,60427.84,61224.0,60383.77,60986.68,11509.55904,2024-06-29 23:59:59.999000+00:00,701345872.4881144,767669,5461.68911,332791254.69089925,0.009248055201046546,0.3216997357755916
2024-06-30 00:00:00+00:00,688,BTCUSDT,1d,60986.68,63058.76,60712.21,62772.01,17326.30136,2024-06-30 23:59:59.999000+00:00,1070250012.5446604,1108912,8224.44601,508208752.0856987,0.029274097229099905,0.3513802158479962
2024-07-01 00:00:00+00:00,689,BTCUSDT,1d,62772.01,63861.76,62497.2,62899.99,24547.10538,2024-07-01 23:59:59.999000+00:00,1550980813.6701343,1461508,12388.60654,782785773.8355594,0.002038806786655245,0.3522991673047805
2024-07-02 00:00:00+00:00,690,BTCUSDT,1d,62900.0,63288.83,61806.28,62135.47,18573.11875,2024-07-02 23:59:59.999000+00:00,1160792332.6175597,1308816,9453.17931,590763216.5799825,-0.01215453293394797,0.33332956256252333
2024-07-03 00:00:00+00:00,691,BTCUSDT,1d,62135.46,62285.94,59400.0,60208.58,32160.11127,2024-07-03 23:59:59.999000+00:00,1945901232.9066567,1839372,15055.45492,910631739.6738483,-0.031011111688702075,0.3423904770378264
2024-07-04 00:00:00+00:00,692,BTCUSDT,1d,60208.57,60498.19,56771.0,57050.01,54568.77276,2024-07-04 23:59:59.999000+00:00,3168619756.2436485,2523236,24982.98822,1450509608.6804216,-0.05246046327616427,0.3891602753972316
2024-07-05 00:00:00+00:00,693,BTCUSDT,1d,57050.02,57546.0,53485.93,56628.79,81348.24756,2024-07-05 23:59:59.999000+00:00,4515040083.536514,3749255,37926.65162,2104682004.516682,-0.007383346646214428,0.3888337389774559
2024-07-06 00:00:00+00:00,694,BTCUSDT,1d,56628.79,58475.0,56018.0,58230.13,21651.31558,2024-07-06 23:59:59.999000+00:00,1235398733.4357028,1411065,11083.50401,632724011.5474728,0.02827784241902398,0.4143441692810185
2024-07-07 00:00:00+00:00,695,BTCUSDT,1d,58230.13,58449.46,55724.37,55857.81,19118.93918,2024-07-07 23:59:59.999000+00:00,1094135752.4528687,1289229,9081.66872,519830378.935563,-0.040740420809639244,0.4347056626365374
2024-07-08 00:00:00+00:00,696,BTCUSDT,1d,55857.81,58236.73,54260.16,56714.62,48090.2049,2024-07-08 23:59:59.999000+00:00,2699942701.375511,2554389,23963.90684,1346497811.2117922,0.015339126256471713,0.44518739635159427
2024-07-09 00:00:00+00:00,697,BTCUSDT,1d,56714.61,58296.0,56289.45,58050.0,27732.20788,2024-07-09 23:59:59.999000+00:00,1592351321.655387,1757693,14143.25001,812249336.7493434,0.023545604290392763,0.45930510676794667
2024-07-10 00:00:00+00:00,698,BTCUSDT,1d,58050.0,59470.0,57157.79,57725.85,24951.73799,2024-07-10 23:59:59.999000+00:00,1452293495.6501489,1766696,12423.53162,723209557.6496755,-0.005583979328165345,0.4592111354971425
2024-07-11 00:00:00+00:00,699,BTCUSDT,1d,57725.85,59650.0,57050.0,57339.89,29761.05735,2024-07-11 23:59:59.999000+00:00,1728929618.0583844,2157661,15019.30135,872986677.1195273,-0.0066860860429079905,0.45894591249346056
2024-07-12 00:00:00+00:00,700,BTCUSDT,1d,57339.89,58526.68,56542.47,57889.1,23652.4569,2024-07-12 23:59:59.999000+00:00,1360201319.0761504,1749738,11488.82545,661028735.6644312,0.009578148824491928,0.46246507970324147
2024-07-13 00:00:00+00:00,701,BTCUSDT,1d,57889.09,59850.0,57756.63,59204.02,15357.74519,2024-07-13 23:59:59.999000+00:00,900429281.1482327,1114391,7889.36244,462600767.8610776,0.02271446610847283,0.47575874974467963
2024-07-14 00:00:00+00:00,702,BTCUSDT,1d,59204.01,61420.69,59194.01,60797.91,21178.33907,2024-07-14 23:59:59.999000+00:00,1273562988.611176,1456088,10479.46025,630300143.2598463,0.026921989418961845,0.48860927977759383
2024-07-15 00:00:00+00:00,703,BTCUSDT,1d,60797.91,64900.0,60632.3,64724.14,38690.9782,2024-07-15 23:59:59.999000+00:00,2435540879.028933,2600425,19076.54212,1201411783.666604,0.06457837119729937,0.5210990866200067
2024-07-16 00:00:00+00:00,704,BTCUSDT,1d,64724.06,65388.97,62373.24,65043.99,42530.52915,2024-07-16 23:59:59.999000+00:00,2725231969.2884507,2484783,21595.04799,1384337933.3310027,0.0049417419837483045,0.5127349028901084
2024-07-17 00:00:00+00:00,705,BTCUSDT,1d,65044.0,66128.63,63854.0,64087.99,29567.52954,2024-07-17 23:59:59.999000+00:00,1922412273.0882092,1868671,14616.17013,950725865.5856608,-0.014697745325894074,0.5124014221534263
2024-07-18 00:00:00+00:00,706,BTCUSDT,1d,64087.99,65133.3,63238.48,63987.92,22568.7225,2024-07-18 23:59:59.999000+00:00,1449872437.6497972,1696742,11288.35191,725073622.7056739,-0.001561447004345129,0.510371804112226
2024-07-19 00:00:00+00:00,707,BTCUSDT,1d,63987.92,67386.0,63300.67,66660.0,35634.72739,2024-07-19 23:59:59.999000+00:00,2331517674.368659,2184889,17971.06949,1176753281.038326,0.041759132036171875,0.5256959923456302
